Date,Time,Age,Gender,NexusMember,NexusNumber,Outlet_Name,Address,InvoiceNumber,Item_Code,Item_Description,Department,Item_Category,Quantity,Unit_Price,Discount,TotalValue,Payment_Method,Loyalty_Points_Earned,Profit
2025-05-31,19:56:24,24,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120118,25,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,1,50.0,10,45.0,Cash,0,7.91
2025-01-31,19:18:00,42,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120119,28,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,3,250.0,0,750.0,Mobile Payment,7,138.49
2024-11-24,07:45:33,39,Female,Yes,813354.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120120,41,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,0,2450.0,Card,5,729.08
2024-11-06,23:57:06,55,Female,Yes,428357.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120121,12,CLOGARD TOOTHPASTE 120G,Household,Oral Care,3,248.0,0,744.0,Card,3,139.25
2025-05-04,12:09:53,38,Female,Yes,700192.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120122,30,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,2,250.0,5,475.0,Cash,0,77.98
2024-08-17,09:23:10,33,Male,Yes,366324.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120123,28,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,5,2327.5,Mobile Payment,10,362.98
2024-12-13,12:46:40,36,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120124,15,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,5,2327.5,Mobile Payment,5,425.08
2025-01-14,07:54:55,48,Female,Yes,928394.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120125,28,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,1,522.0,15,443.7,Cash,0,109.42
2025-01-31,03:02:29,31,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120126,41,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,0,750.0,Card,14,117.56
2025-07-30,11:02:01,36,Female,Yes,583280.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120127,43,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,15,3123.75,Mobile Payment,13,850.52
2024-11-09,14:04:52,33,Male,Yes,512757.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120128,3,Garlic 250g,Grocery,Vegetables,1,230.0,15,195.5,Cash,0,40.69
2025-05-29,16:20:07,30,Male,Yes,894735.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120129,34,Garlic 250g,Grocery,Vegetables,4,230.0,15,782.0,Mobile Payment,3,120.09
2025-05-02,16:21:11,43,Male,Yes,640971.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120130,32,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,2,375.0,10,675.0,Cash,17,204.53
2025-01-16,14:36:55,45,Female,Yes,511101.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120131,9,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,15,3123.75,Card,20,513.16
2024-09-08,02:49:58,38,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120132,11,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,4,320.0,5,1216.0,Mobile Payment,19,302.74
2024-10-27,02:14:36,51,Male,Yes,386172.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120133,29,MYSOORE DHAL BULK KG,Grocery,Pulses,4,265.0,15,901.0,Cash,15,314.62
2025-03-29,14:43:45,51,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120134,7,CIC BASMATHI RICE BULK,Grocery,Pulses,1,698.0,10,628.2,Mobile Payment,15,160.02
2025-02-13,01:36:34,41,Female,Yes,779463.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120135,36,Kist Mixed Fruit Jam 540g,Grocery,Jams & Spreads,2,412.0,10,741.6,Card,20,115.72
2024-08-30,06:10:31,21,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120136,20,CIC BASMATHI RICE BULK,Grocery,Pulses,1,698.0,15,593.3,Mobile Payment,16,135.62
2025-05-16,10:34:43,46,Male,Yes,205871.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120137,3,CLOGARD TOOTH PASTE 200G,Household,Oral Care,2,195.0,10,351.0,Mobile Payment,0,66.45
2024-09-21,06:35:03,21,Female,Yes,645101.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120138,16,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,5,304.0,Mobile Payment,0,54.13
2024-12-16,02:30:06,50,Male,Yes,654808.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120139,1,TOP CRUST BREAD,Bakery,Production Bakery,3,69.0,5,196.65,Mobile Payment,0,57.18
2024-12-08,06:00:52,36,Male,Yes,871365.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120140,30,MANGO - K/C,Fruits,Inorganic,2,129.0,5,245.1,Mobile Payment,0,49.91
2025-06-21,15:25:45,37,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120141,12,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,4,1225.0,5,4655.0,Cash,2,1074.4
2024-08-22,03:19:54,57,Female,Yes,516756.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120142,1,MANGO - K/C,Fruits,Inorganic,1,129.0,15,109.65,Cash,0,29.21
2024-11-29,17:31:59,57,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120143,50,VIM DISHWASH LIQUID LIME 500ML,Household,Cleaning Consumables,3,250.0,0,750.0,Cash,15,175.33
2025-07-08,06:45:17,19,Male,Yes,680374.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120144,21,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,4,320.0,10,1152.0,Cash,11,394.86
2025-05-17,16:26:31,35,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120145,50,Delmege Chicken Flavoured Soya Meat 90g,Grocery,Soya Products,2,170.0,10,306.0,Card,0,57.11
2024-11-17,20:47:10,42,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120146,34,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,3,220.0,0,660.0,Cash,9,197.87
2024-10-21,11:23:55,31,Female,Yes,305461.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120147,7,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,2,530.0,10,954.0,Card,5,169.83
2024-08-20,09:01:33,60,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120148,46,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,2,490.0,10,882.0,Cash,10,208.54
2024-08-03,19:17:52,35,Female,Yes,985524.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120149,11,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,4,291.0,0,1164.0,Cash,13,228.56
2025-01-23,14:59:16,23,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120150,8,Garlic 250g,Grocery,Vegetables,1,230.0,15,195.5,Cash,0,67.5
2024-08-28,00:10:20,26,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120151,34,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,4,50.0,0,200.0,Cash,0,36.94
2024-11-19,09:13:08,29,Female,Yes,507489.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120152,42,carrot 500g,Grocery,Vegetables,4,305.0,5,1159.0,Cash,12,385.14
2024-11-10,08:52:41,45,Female,Yes,245500.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120153,26,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,3,775.0,10,2092.5,Card,14,403.39
2025-06-11,14:50:27,38,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120154,20,CLOGARD TOOTH PASTE 200G,Household,Oral Care,3,195.0,10,526.5,Mobile Payment,5,87.71
2025-03-18,16:36:01,41,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120155,47,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,1,880.0,0,880.0,Cash,3,252.3
2025-05-28,04:45:28,30,Male,Yes,903358.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120156,25,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,1,1225.0,5,1163.75,Card,4,338.57
2024-08-21,13:10:04,56,Male,Yes,942265.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120157,50,MANGO - K/C,Fruits,Inorganic,1,129.0,5,122.55,Cash,0,25.69
2024-12-14,08:50:26,52,Female,Yes,677634.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120158,26,MYSOORE DHAL BULK KG,Grocery,Pulses,2,265.0,15,450.5,Cash,0,82.35
2024-12-14,10:10:37,37,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120159,1,CIC BASMATHI RICE BULK,Grocery,Pulses,4,698.0,0,2792.0,Mobile Payment,17,614.11
2025-07-15,13:10:55,52,Male,Yes,352847.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120160,16,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,3,50.0,0,150.0,Mobile Payment,0,26.73
2025-04-01,14:02:21,51,Female,Yes,776639.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120161,46,Kist Mixed Fruit Jam 540g,Grocery,Jams & Spreads,3,412.0,0,1236.0,Mobile Payment,10,343.47
2024-10-16,07:50:32,23,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120162,20,Anchor Full Cream Milk Powder 400g,Beverages,Milk Powder,4,1200.0,5,4560.0,Cash,15,697.16
2025-04-23,00:29:21,26,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120163,36,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,2,140.0,15,238.0,Mobile Payment,0,72.45
2024-12-25,16:35:02,44,Male,Yes,487069.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120164,37,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,15,272.0,Card,0,91.58
2025-03-08,07:15:03,43,Male,Yes,632955.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120165,43,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,3,320.0,10,864.0,Cash,14,228.29
2024-08-14,15:58:19,56,Male,Yes,300875.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120166,32,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,4,468.0,15,1591.2,Cash,1,406.75
2024-11-02,09:57:16,32,Male,Yes,982826.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120167,5,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,1,291.0,5,276.45,Mobile Payment,0,42.45
2024-09-13,19:07:59,33,Male,Yes,834121.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120168,19,Green Chillies 100g,Grocery,Vegetables,3,34.0,10,91.8,Mobile Payment,0,29.44
2024-09-25,01:19:40,22,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120169,19,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,2,1225.0,5,2327.5,Card,17,705.24
2025-03-30,22:25:23,35,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120170,21,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,2,775.0,0,1550.0,Card,4,415.29
2025-06-26,11:53:17,54,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120171,17,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,15,2193.0,Card,15,503.12
2025-04-28,06:01:31,49,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120172,44,Big Onion 500g,Grocery,Vegetables,3,115.0,15,293.25,Mobile Payment,0,89.6
2024-12-10,09:02:13,47,Female,Yes,487259.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120173,33,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,2,175.0,0,350.0,Mobile Payment,0,120.25
2024-12-21,08:23:35,23,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120174,36,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,1,320.0,5,304.0,Mobile Payment,0,48.58
2024-10-08,23:36:39,31,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120175,20,MILO PACKET 600G,Beverages,Malt Drink,4,645.0,15,2193.0,Card,12,679.74
2025-06-29,20:05:22,51,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120176,45,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,1,522.0,5,495.9,Mobile Payment,0,156.3
2024-10-03,06:10:45,31,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120177,12,VELVET HAND WASH REFILL ROSE 200ML,Household,Hand & Body Care,3,175.0,5,498.75,Mobile Payment,0,112.14
2025-03-24,10:31:26,30,Male,Yes,581936.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120178,9,AMBEWELA FLAVOURED MILK VANILLA 1000ML,Beverages,Juices & Carbonates,2,320.0,5,608.0,Mobile Payment,3,153.36
2025-01-28,18:51:21,34,Male,Yes,795077.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120179,29,TOP CRUST BREAD,Bakery,Production Bakery,4,69.0,5,262.2,Mobile Payment,0,50.05
2025-05-23,05:49:26,32,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120180,36,Bairaha Chicken Sausages 500g,Frozen Food,Sausages,4,950.0,15,3230.0,Mobile Payment,12,663.95
2025-01-19,23:19:26,58,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120181,6,CIC BASMATHI RICE BULK,Grocery,Pulses,3,698.0,10,1884.6,Cash,2,472.21
2024-09-30,18:35:47,33,Female,Yes,173963.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120182,45,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,0,960.0,Mobile Payment,4,303.14
2025-07-09,12:11:02,50,Female,Yes,314987.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120183,23,Little Lion Soft Log Coffee Flavoured 200g,Bakery,Cakes,2,390.0,0,780.0,Cash,4,188.69
2024-08-21,07:41:11,29,Female,Yes,579466.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120184,48,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,4,880.0,15,2992.0,Mobile Payment,3,894.1
2025-07-12,05:04:11,36,Male,Yes,473092.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120185,15,RICHLIFE CHOCOLATE FLY MILK 180ML,Beverages,RTD Beverages,3,140.0,5,399.0,Cash,0,99.67
2025-03-31,09:51:25,28,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120186,39,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,1,375.0,15,318.75,Mobile Payment,0,83.78
2024-12-23,19:12:41,30,Female,Yes,477101.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120187,7,RITZBURY BLUEBERRY CHOCOLATE 45G,Grocery,Confectionery,2,120.0,5,228.0,Mobile Payment,0,35.3
2024-09-20,11:34:03,45,Male,Yes,443268.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120188,10,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,15,3123.75,Mobile Payment,11,1027.48
2024-08-04,14:35:52,18,Male,Yes,300563.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120189,23,Tiara Chocolate Layer Cake 310g,Bakery,Cakes,3,522.0,0,1566.0,Cash,5,367.5
2024-12-03,02:59:40,26,Female,Yes,601705.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120190,6,Green Chillies 100g,Grocery,Vegetables,2,34.0,0,68.0,Card,0,13.16
2024-09-14,04:19:55,34,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120191,43,NEW RATHNA ROSE RAW RICE 1KG,Grocery,Pulses,3,750.0,10,2025.0,Mobile Payment,9,497.87
2024-10-09,04:45:57,24,Female,Yes,302777.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120192,39,IMORICH CHOC CHOC CHIP 1L,Frozen Food,Desserts,1,775.0,5,736.25,Card,7,185.94
2024-10-03,18:47:16,23,Male,Yes,134996.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120193,49,EVA SANITARY NAPKIN DRYTEX WINGS 20S,Household,Personal Hygiene,2,320.0,10,576.0,Mobile Payment,12,174.7
2025-01-12,19:17:24,39,Female,Yes,738752.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120194,27,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,1,500.0,15,425.0,Cash,0,66.98
2025-05-19,18:44:03,22,Male,Yes,336900.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120195,47,MYSOORE DHAL BULK KG,Grocery,Pulses,3,265.0,5,755.25,Cash,4,159.03
2025-06-17,07:13:09,22,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120196,28,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,2,530.0,5,1007.0,Mobile Payment,6,195.2
2024-11-18,15:38:56,36,Male,Yes,923631.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120197,50,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,3,835.0,5,2379.75,Card,9,579.04
2025-01-08,00:19:04,25,Female,Yes,537116.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120198,17,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,1,291.0,10,261.9,Cash,0,58.45
2024-12-11,08:30:16,34,Male,Yes,394710.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120199,30,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,4,500.0,0,2000.0,Mobile Payment,1,402.58
2024-08-29,04:44:01,43,Female,Yes,909385.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120200,48,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,4,835.0,15,2839.0,Card,8,701.19
2024-08-25,03:21:37,41,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120201,43,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,1,835.0,15,709.75,Card,9,213.12
2025-05-11,15:21:16,43,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120202,19,RICE SAMBA BULK KG - LOCAL,Grocery,Pulses,1,835.0,0,835.0,Mobile Payment,8,282.58
2024-11-18,05:56:03,45,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120203,49,EH GINGER BEER 1.5L,Beverages,Juices & Carbonates,3,220.0,15,561.0,Card,6,157.35
2024-11-26,08:41:19,25,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120204,22,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,3,320.0,5,912.0,Mobile Payment,19,261.03
2025-05-11,19:07:39,31,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120205,20,KREST CHICKEN SAUSAGES S/LESS 250G,Frozen Food,Processed/Preserved Meat,3,375.0,10,1012.5,Mobile Payment,20,200.38
2024-12-27,04:55:32,47,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120206,36,Big Onion 500g,Grocery,Vegetables,3,115.0,5,327.75,Card,0,101.41
2025-01-15,13:15:37,37,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120207,15,Kist Mixed Fruit Jam 540g,Grocery,Jams & Spreads,4,412.0,15,1400.8,Cash,5,325.24
2025-04-09,13:40:00,28,Female,Yes,673406.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120208,4,Big Onion 500g,Grocery,Vegetables,2,115.0,0,230.0,Cash,0,44.54
2024-12-01,02:39:37,36,Male,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120209,43,MYSOORE DHAL BULK KG,Grocery,Pulses,3,265.0,5,755.25,Card,3,259.56
2025-03-23,03:42:17,59,Male,Yes,128414.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120210,28,Goldi Chicken Meatballs 500g,Frozen Food,Meatballs,3,880.0,10,2376.0,Mobile Payment,19,684.75
2025-06-26,07:29:46,54,Female,Yes,922323.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120211,18,KNORR SEASONING CUBE 15*20G,Grocery,Seasoning & Coconut Cream,3,50.0,10,135.0,Card,0,33.58
2025-06-22,00:18:49,45,Female,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120212,16,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,4,160.0,15,544.0,Mobile Payment,11,112.86
2024-11-02,01:29:34,40,Male,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120213,36,Kist Mixed Fruit Jam 540g,Grocery,Jams & Spreads,4,412.0,0,1648.0,Mobile Payment,16,379.81
2025-05-21,02:27:39,36,Female,Yes,766329.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120214,14,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,5,608.0,Mobile Payment,10,93.24
2024-08-16,23:52:30,27,Male,No,,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120215,38,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,4,291.0,15,989.4,Mobile Payment,16,305.68
2024-10-20,20:43:47,58,Male,Yes,608776.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120216,21,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,2,320.0,0,640.0,Mobile Payment,2,111.39
2024-08-26,15:45:55,20,Female,No,,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120217,13,MYSOORE DHAL BULK KG,Grocery,Pulses,1,265.0,0,265.0,Card,0,48.42
2024-12-16,01:37:10,47,Male,Yes,443676.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120218,13,MANGO - K/C,Fruits,Inorganic,3,129.0,0,387.0,Cash,0,70.74
2025-05-31,21:21:43,25,Female,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120219,25,Goldi Jumbo Chicken Sausages 330g,Frozen Food,Sausages,4,468.0,5,1778.4,Mobile Payment,4,604.69
2025-06-15,12:04:00,44,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120220,6,BABY CHERAMY SOAP POKURUWA SADUN 5IN1,Household,Baby Needs,4,530.0,15,1802.0,Card,4,532.81
2025-05-20,15:09:49,60,Female,Yes,364121.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120221,12,CIC BASMATHI RICE BULK,Grocery,Pulses,4,698.0,10,2512.8,Cash,8,615.29
2024-11-24,15:29:54,23,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120222,38,Edinborough Mayonnaise 350g,Grocery,Sauces & Condiments,1,1230.0,0,1230.0,Card,15,391.56
2025-03-31,10:38:08,23,Male,Yes,539941.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120223,3,RICE SUPIRI KEERI SAMBA BULK KG,Grocery,Pulses,3,291.0,10,785.7,Card,3,256.03
2025-05-10,23:40:01,43,Male,Yes,631916.0,Cargills Food City - Malabe,"780 Kaduwela Rd, Malabe",120224,26,NIPUNA RICE SUPIRI KEERI SAMBA 1KG,Grocery,Pulses,3,1225.0,0,3675.0,Cash,8,628.74
2025-03-23,01:37:02,32,Female,Yes,141367.0,Cargills Food City - Nugegoda,"210 High Level Rd, Nugegoda",120225,26,SUNQUICK B/CURRENT STD 330ML,Beverages,Concentrated Fruit Drinks,3,490.0,10,1323.0,Cash,10,454.28
2025-04-23,16:48:16,50,Female,Yes,165190.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120226,36,carrot 500g,Grocery,Vegetables,2,305.0,15,518.5,Mobile Payment,19,176.53
2025-04-24,17:22:41,37,Male,No,,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120227,40,HIGHLAND I/C VANILLA 1L,Frozen Food,Desserts,1,320.0,5,304.0,Mobile Payment,0,74.27
2025-04-04,07:26:39,59,Male,Yes,865678.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120228,35,NESCAFE ICE COLD COFFEE 180ML,Beverages,RTD Beverages,2,160.0,10,288.0,Mobile Payment,0,94.21
2025-06-18,05:18:13,50,Male,Yes,410651.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120229,1,CLOGARD TOOTHPASTE 120G,Household,Oral Care,1,248.0,10,223.2,Card,0,74.56
2025-01-14,02:50:57,24,Female,Yes,455728.0,Cargills Food City - Maharagama,"125 Piliyandala Rd, Maharagama",120230,7,Garlic 250g,Grocery,Vegetables,4,230.0,15,782.0,Card,5,140.59
2025-07-20,10:23:28,44,Female,Yes,692913.0,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120231,42,WATAWALA KAHATA TEA POUCH 400G,Beverages,Tea,2,500.0,0,1000.0,Cash,19,324.45
2025-04-29,08:34:03,33,Female,No,,Cargills Food City - Battaramulla,"33 Main St, Battaramulla",120232,18,Pears Baby Cologne Active Floral 100ml,Baby Care,Baby Cologne,4,431.25,0,1725.0,Mobile Payment,18,348.07
